direccion,telefono,paginaweb,email,provincia_url,empresa_url
No se ha proporcionado,666 02 13 58,https://moscardtigre.com,,https://amisando.es/servicios/illes-balears/,https://amisando.es/servicios/illes-balears/alaior/control-de-plagas-consultoria-moscard-tigre-alaior/
"Carrer del Canonge Antoni Sancho, 07009 Palma, Illes Balears",650 53 91 95,https://Ficha de GMB,,https://amisando.es/servicios/illes-balears/,https://amisando.es/servicios/illes-balears/palma/naturgest-control-ambiental-palma/
"Av. de Jaén, s/n, 23650 Torredonjimeno, Jaén",953 34 13 52,https://fumirrel.com,info@fumirrel.com,https://amisando.es/servicios/jaen/,https://amisando.es/servicios/jaen/torredonjimeno/fumirrel-control-de-plagas-jaen-torredonjimeno/
"C. la Iruela, 12, 23009 Jaén",678 73 12 42,https://desralim.com,desralim@gmail.com,https://amisando.es/servicios/jaen/,https://amisando.es/servicios/jaen/control-de-plagas-desralim-jaen/
"Parque Empresarial Nuevo, C. Beatriz Núñez, 56, 23009 Jaén",910 06 01 28,https://andasur.com,,https://amisando.es/servicios/jaen/,https://amisando.es/servicios/jaen/andasur-control-de-plagas-s-l-jaen/
"C. Arquitecto Antonio Florez Urdapilleta, 3, 23003 Jaén",953 26 41 13,https://roinra.com,info@roinra.com,https://amisando.es/servicios/jaen/,https://amisando.es/servicios/jaen/roinra-control-de-plagas-jaen/
"C. Iznatoraf, 10, 23009 Jaén",692 11 21 41,https://sanitersur.es,,https://amisando.es/servicios/jaen/,https://amisando.es/servicios/jaen/control-de-plagas-sanitersur-jaen/
No se ha proporcionado,605 98 56 50,https://plagicontrol.es,info@plagicontrol.es,https://amisando.es/servicios/jaen/,https://amisando.es/servicios/jaen/albanchez-de-magina/plagicontrol-albanchez-de-magina/
"Calle Las Cañas, Polígono Cantabria II, 11, 1A, 26009 Logroño, La Rioja",667 62 30 14,https://xn--controldeplagasenlogroo-eic.com,,https://amisando.es/servicios/la-rioja/,https://amisando.es/servicios/la-rioja/logrono/ecoplagas-control-integrado-logrono/
"Av. Bailén, 3, 26005 Logroño, La Rioja",941 23 28 85,https://arlogestionambiental.es,,https://amisando.es/servicios/la-rioja/,https://amisando.es/servicios/la-rioja/logrono/control-de-plagas-arlo-gestion-ambiental-s-l-logrono/
"C. Madre de Dios, 16, bajo 3, 26004 Logroño, La Rioja",650 76 32 56,https://nsambiental.com,,https://amisando.es/servicios/la-rioja/,https://amisando.es/servicios/la-rioja/logrono/control-de-plagas-nueva-sanidad-ambiental-logrono/
"Calle La Cadena, 28, BAJO 8, 26006 Varea, La Rioja",941 21 27 42,https://tratamientoscontrol.com,info@tratamientoscontrol.com,https://amisando.es/servicios/la-rioja/,https://amisando.es/servicios/la-rioja/varea/tratamientos-control-varea/
"C. Maestro Sorozábal, 34, 26500 Calahorra, La Rioja",941 14 85 05,https://grupocontrolplus.com,administracion@grupocontrolplus.com,https://amisando.es/servicios/la-rioja/,https://amisando.es/servicios/la-rioja/calahorra/control-plus-calahorra/
"Av. Ansite, 7, 7 7, 35011 Las Palmas de Gran Canaria, Las Palmas",928 29 99 32,https://faycanes.es,,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/las-palmas-de-gran-canaria/control-de-xilofagos-faycanes-las-palmas-de-gran-canaria/
No se ha proporcionado,928 03 80 56,https://fumigacionlaspalmas.com,info@plaga-zero.com,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/agaete/plaga-zero-agaete/
"C. Escocia, 1, 35220 Telde, Las Palmas",928 71 39 92,https://flodesin.es,administracion@flodesin.es,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/telde/fumigaciones-flodesin-telde/
"35018, C. Vía 8008, 15, 35010 Los Giles, Las Palmas",928 93 13 89,https://ceplacanarias.com,victor@ceplacanarias.com,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/los-giles/control-de-plagas-cepla-canarias-los-giles/
"C. Doña Pura Bascarán, 5, Local, 35004 Las Palmas de Gran Canaria, Las Palmas",928 91 28 22,https://ygmservicios.es,info@ygmservicios.es,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/las-palmas-de-gran-canaria/fumigaciones-ygm-servicios-las-palmas-de-gran-canaria/
No se ha proporcionado,928 04 46 71,https://anticimex.es,protecciondedatos@anticimex.com.es,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/agaete/fumigaciones-anticimex-3d-las-palmas-agaete/
"C. Teobaldo Power, 14, H, 35310 Sta Brígida, Las Palmas",928 07 89 74,https://europafumigacion.com,,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/sta-brigida/europa-control-de-plagas-sta-brigida/
"C. Escocia, nº3, Nave C, 35220, Las Palmas",928 71 03 79,https://legionellacanarias.com,,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/cruz-de-la-gallina/legiocan-cruz-de-la-gallina/
"C. Don Pío Coronado, 88, local C, 35012 Las Palmas de Gran Canaria, Las Palmas",928 63 49 38,https://prosancontrolplagas.com,info@prosancontrolplagas.com,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/las-palmas-de-gran-canaria/control-de-plagas-prosan-sanidad-ambiental-las-palmas-de-gran-canaria/
"C. Tanausú, 47, 35120 Arguineguín, Las Palmas",928 15 27 35,https://solrac-canarias.es,administracion@solrac-canarias.es,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/arguineguin/solrac-canarias-control-de-aves-plagas-desinfeccion-y-tratamiento-de-madera-arguineguin/
"C. Drago, 2, 35010 Las Palmas de Gran Canaria, Las Palmas",928 93 30 38,https://arraclan.es,info@arraclan.es,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/las-palmas-de-gran-canaria/control-de-plagas-arraclan-salud-ambiental-las-palmas-de-gran-canaria/
"C. Invierno, 80, 35018 Las Palmas de Gran Canaria, Las Palmas",928 90 26 43,https://plagasarchipielago.es,,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/las-palmas-de-gran-canaria/plagas-archipielago-s-l-las-palmas-de-gran-canaria/
"C. los Guayaberos, 14, 35018 La Galera, Las Palmas",928 67 61 51,https://reduma.com,info@reduma.com,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/la-galera/control-de-plagas-reduma-s-l-la-galera/
No se ha proporcionado,928 90 26 43,https://plagasarchipielago.com,grupo_kit_desktop@2x.png,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/agaete/plagas-archipielago-salud-ambiente-agaete/
"Urbanizacion Tajinaste, Santa Brigida, nº 60, 35307 Las Palmas de Gran Canaria, Las Palmas",676 89 20 42,https://teneplagas.com,info@teneplagas.com,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/las-palmas-de-gran-canaria/teneplagas-gran-canaria-las-palmas-de-gran-canaria/
"C. Espíritu Santo, 12, 35212 Marpequeña, Las Palmas",928 70 82 39,https://rivic.es,rivic@hotmail.es,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/marpequena/rivic-control-de-plagas-marpequena/
"Av. de Moya, 6, 35100 Playa del Inglés, Las Palmas",928 77 21 82,https://anviana.com,info@anviana.com,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/maspalomas/control-de-aves-anviana-sanidad-ambiental-maspalomas/
"Lomo Cuesta Blanca, 41, 35018 Las Palmas de Gran Canaria, Las Palmas",676 16 29 23,https://insectacanarias.es,,https://amisando.es/servicios/las-palmas/,https://amisando.es/servicios/las-palmas/las-palmas-de-gran-canaria/fumigaciones-insecta-higiene-ambiental-las-palmas-de-gran-canaria/
"C. Quevedo, 15, BAJO, 24300 Bembibre, León",987 51 38 43,https://ascibierzo.com,,https://amisando.es/servicios/leon/,https://amisando.es/servicios/leon/bembibre/control-de-plagas-ascibierzo-bembibre/
"C. la Noria, 24, BAJO, 24010 Trobajo del Camino, León",639 89 31 34,https://desincor.es,desincor@desincor.es,https://amisando.es/servicios/leon/,https://amisando.es/servicios/leon/trobajo-del-camino/control-de-plagas-desincor-trobajo-del-camino/
No se ha proporcionado,629 88 99 52,https://plagasfisan.com,ddd-fisan@hotmail.com,https://amisando.es/servicios/leon/,https://amisando.es/servicios/leon/acebedo/control-de-plagas-desinfecciones-del-noroeste-fisan-acebedo/
"C. Arriba, 14, 24197 Villaquilambre, León",987 28 15 75,https://Ficha de GMB,,https://amisando.es/servicios/leon/,https://amisando.es/servicios/leon/villaquilambre/control-de-plagas-deslesa-s-l-villaquilambre/
"C. Carretera, 22, BAJO, 24284 Armellada, León",679 19 66 53,https://aisancontroldeplagas.es,aisan.controlplagas@gmail.com,https://amisando.es/servicios/leon/,https://amisando.es/servicios/leon/armellada/aisan-control-de-plagas-armellada/
"Calle Carros, 1, BAJO, 24249 Pobladura de Pelayo García, León",987 38 45 30,https://desinplag.com,calidad@desinplag.com,https://amisando.es/servicios/leon/,https://amisando.es/servicios/leon/pobladura-de-pelayo-garcia/desinplag-control-del-aire-desinfeccion-de-plagas-y-tratamiento-de-termitas-y-legionella-pobladura-de-pelayo-garcia/
"C. San Valerio, 16, 24401 Ponferrada, León",687 80 12 50,https://dermescontroldeplagas.com,dermespestcontrol@yahoo.es,https://amisando.es/servicios/leon/,https://amisando.es/servicios/leon/ponferrada/dermes-control-de-plagas-ponferrada/
"Poligon Sud I nau 9, Carrer Torregrossa, 25430 Juneda, Lleida",973 15 11 58,https://raesgrabiojuneda.com,exemple@raesgra.com,https://amisando.es/servicios/lleida/,https://amisando.es/servicios/lleida/juneda/control-de-plagas-raesgra-s-l-biojuneda-s-l/
"Polígono Industrial Els Frares, Carrer Tèrmens, sn, 25191 Lleida",639 35 77 28,https://montsandesinfecciones.com,montsan@ambientservei.com,https://amisando.es/servicios/lleida/,https://amisando.es/servicios/lleida/lerida/control-de-plagas-montsan-ambient-servei-lerida/
"Carrer Santa Anna, 25186 Llardecans, Lleida",621 22 80 86,https://coplag.es,coplag@coplag.es,https://amisando.es/servicios/lleida/,https://amisando.es/servicios/lleida/llardecans/coplag-llardecans/
"Carrer de Manuel Carrasco i Formiguera, 11, 25001 Lleida",623 11 27 75,https://avalo.es,info@avalo.es,https://amisando.es/servicios/lleida/,https://amisando.es/servicios/lleida/lerida/avalo-control-de-plagas-y-desinfecciones-lleida-lerida/
"Carrer de Tarragona, 29, BAJOS, 25005 Lleida",973 24 55 71,https://acplagues.net,acplagues@lleida.com,https://amisando.es/servicios/lleida/,https://amisando.es/servicios/lleida/lerida/a-c-plagues-urbanes-lerida/
"Carrer Dr. Barraquer, 6, 25180 Alcarràs, Lleida",659 94 13 41,https://plagasmilsan.es,info@plagasmilsan.es,https://amisando.es/servicios/lleida/,https://amisando.es/servicios/lleida/alcarras/milsan-control-de-plagas-y-desinfecciones-alcarras/
"Carrer Riupedrós, 4, 25552 Vilaller, Lleida",600 81 06 81,https://controlplagas.eu,info@controlplagas.eu,https://amisando.es/servicios/lleida/,https://amisando.es/servicios/lleida/vilaller/control-de-carcoma-dinnamic-serveis-vilaller/
"Rúa dos Agros, 27002 Lugo",667 81 84 35,https://biogaliciasono.es,pestcontrol@biogaliciasono.com,https://amisando.es/servicios/lugo/,https://amisando.es/servicios/lugo/control-de-plagas-biogalicia-sono-sanidad-ambiental-lugo/
"Calle de Castelló, 128, 28006 Madrid",919 90 59 34,https://pestconsulting.es,comercial@pestconsulting.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/pest-consulting-control-de-plagas-madrid/
"C. de la Resina, 11, 28021 Madrid",661 19 75 96,https://fumigarcucarachasmadrid.es,novainsectos@gmail.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-termitas-fumiverde-madrid/
"C. Polibea, 6, 28027 Madrid",913 67 74 99,https://saniterpen.com,saniterpen@saniterpen.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-saniterpen-madrid/
"C. del Poeta Blas de Otero, 42, 28017 Madrid",656 50 90 20,https://biounitcontrol.com,info@biounitcontrol.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/bio-unit-control-s-l-madrid/
"Calle de Luis I, 60, 28031 Madrid",913 80 20 70,https://controlplagasurbanas.com,informacion@controlplagasurbanas.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-urbanas-madrid/
"Av. de Monforte de Lemos, 101, Local 11, 28029 Madrid",912 94 72 00,https://plaguiplan.es,plaguiplan@plaguiplan.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-aves-resultados-madrid/
"Av. de Las Lagunas, 81, 28981 Parla, Madrid",627 46 57 19,https://hcomplet.com,info@hcomplet.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/parla/control-de-termitas-hcomplet-s-l-parla/
"C. Alfredo Nobel, 14, 28922 Alcorcón, Madrid",625 54 81 28,https://evanambiental.com,info@evanamiental.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/alcorcon/control-de-termitas-evan-ambiental-s-l-alcorcon/
"P.º de San Illán, 53, 28019 Madrid",914 72 59 84,https://pcpsl.es,pcp@pcpsl.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/pcp-sl-prevencion-y-control-de-plagas-madrid/
"C. Granizo, 3, 28918 Leganés, Madrid",916 42 90 60,https://americanpest.es,info@americanpest.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/leganes/american-pest-control-leganes/
"Av. de Monforte de Lemos, 149, 28029 Madrid",913 86 51 07,https://pestrapid.com,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/pest-rapid-control-de-plagas-madrid/
"C. Río Ebro, 21, 28935 Móstoles, Madrid",607 46 56 72,https://Ficha de GMB,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/mostoles/control-integrado-de-plagas-desinsectaciones-garrido-mostoles/
"Cam. de Valladolid, nº1, P7, 28250 Torrelodones, Madrid",626 27 92 82,https://controlplagasmadrid.eu,%20info@jotisa.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/torrelodones/control-de-plagas-madrid-jotisa-torrelodones/
No se ha proporcionado,919 11 70 07,https://anticimex.es,protecciondedatos@anticimex.com.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/la-acebeda/control-de-ratas-anticimex-3d-madrid-la-acebeda/
"Av. de Francisco Javier Sáenz de Oiza, 220, 28055 Madrid",915 93 63 89,https://araya.es,controldeplagas@araya.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-a-raya-madrid/
"C. de la Drácena, 15, Local Posterior, 28016 Madrid",619 23 00 04,https://bicidahigieneambiental.com,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-bicida-higiene-ambiental-madrid/
"C. de las Infantas, 66, 28300 Aranjuez, Madrid",624 83 98 16,https://xn--mridos-pya.com,ventasmuridos@hotmail.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/aranjuez/control-de-termitas-muridos-aranjuez/
"C. de Arboleda, 18, 28031 Madrid",640 51 94 95,https://madridcontroldeplagas.com,sanidadambientalmirabel@gmail.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-madrid-silma/
"C. Isla de Alegranza, 3, 28700 San Sebastián de los Reyes, Madrid",915 02 12 50,https://adrocontroldeplagas.es,info@adrosl.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/san-sebastian-de-los-reyes/adro-control-de-plagas-san-sebastian-de-los-reyes/
"C. Jorge Manrique, 23, 28150 Valdetorres de Jarama, Madrid",675 55 80 89,https://controlperegrinus.com,info@controlperegrinus.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/valdetorres-de-jarama/control-peregrinus-valdetorres-de-jarama/
"C. de Tarragona, nº21 BIS, 28045 Madrid",914 67 47 67,https://Ficha de GMB,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/contratas-y-servicios-car-s-l-madrid/
"C. de Portugal, 54, 28840 Mejorada del Campo, Madrid",627 25 80 79,https://finalbug.es,info@finalbug.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/mejorada-del-campo/finalbug-control-de-plagas-en-madrid-mejorada-del-campo/
"C. de Alcorisa, 1, 28043 Madrid",912 79 77 65,https://byostasys.com,contacto@byostasys.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-termitas-byostasys-s-l-madrid/
"C. de Arboleda, 14, 28031 Madrid",915 75 01 57,https://todoplagas.com,oficina@todoplagas.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/todoplagas-madrid-fumigacion-y-control-de-plagas/
"Cl. de la Hacienda de Pavones, 22, bajo A, 28030 Madrid",635 20 45 41,https://Ficha de GMB,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/unit-control-ddd-madrid/
"Glorieta Sta. María de la Cabeza, 9, 6;IZDA, 28045 Madrid",914 74 78 67,https://coplagamadrid.es,coplaga@telefonica.net,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/coplaga-empresa-de-fumigacion-y-control-plagas-madrid/
"C. Milanos, 6, Nave 16, 28320 Pinto, Madrid",608 47 77 76,https://rocadefisan.es,ad@rocadefisan.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/pinto/control-de-termitas-roca-defisan-pinto/
"Av. de Manoteras, 24, 28050 Madrid",609 49 42 18,https://vetersan.com,Esteban@vetersan.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-ratas-vetersan-madrid/
"C. del Cid, 2, Bajo C, 28912 Leganés, Madrid",640 58 25 88,https://controlplagasleganes.es,info@jgmsanidadambiental.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/leganes/control-de-termitas-jgm-sanidad-ambiental-leganes/
"C. Arroyo, 15, 28670 Villaviciosa de Odón, Madrid",677 53 59 59,https://ibericaambiental.com,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/villaviciosa-de-odon/control-de-termitas-iberica-ambiental-villaviciosa-de-odon/
"Av. de Paris, 1, 28500 Arganda del Rey, Madrid",918 78 71 53,https://rapidcontrolplagas.com,administracion@rapidcontrolplagas.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/arganda-del-rey/rapid-control-desinfeccion-s-l-control-de-plagas-y-fumigacion-arganda-del-rey/
"C. Fuentesaúco, 8, Local Izquierdo, 28024 Madrid",664 35 81 04,https://lavictoriaserviciosymas.com,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/la-victoria-control-de-plagas-madrid/
"C/ Cierzo, 14, 28223 Pozuelo de Alarcón, Madrid",685 04 15 69,https://Ficha de GMB,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/pozuelo-de-alarcon/plagas-mat-bacter-pozuelo-de-alarcon/
"C. de Llanos de Escudero, 71, 28017 Madrid",913 77 54 93,https://Ficha de GMB,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/ctp-control-sl-madrid/
"Polígono el Cascajal, C. Sisones, 2, Nave 18-19, 28320 Pinto, Madrid",916 92 00 18,https://cosemarozono.com,info@cosemarozono.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/pinto/control-de-ratas-cosemar-ozono-pinto/
"C. de Aguilón, 3, 28045 Madrid",915 17 09 79,https://fumigacionesmadrid.es,info@fumiplagas.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/fumiplagas-control-s-l-madrid/
"Av. de Monforte de Lemos, 101, Local 11, 28029 Madrid",912 94 72 00,https://plaguiplan.es,plaguiplan@plaguiplan.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/plaguiplan-madrid/
"C. Secoya, 29A, Planta 3, Oficina 5.1, 28044 Madrid",911 10 43 33,https://biodal.es,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/biodal-control-ambiental-madrid/
"C. del Río Tormes, 62, 28110 Algete, Madrid",916 28 29 24,https://aplisa.com,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/algete/control-de-xilofagos-aplisa-s-l-algete/
"C. el Electrodo, 72, Nave 26, 28522 Rivas-Vaciamadrid, Madrid",914 99 50 71,https://bysama.com,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/rivas-vaciamadrid/control-de-termitas-bysama-rivas-vaciamadrid/
"Pol. Ind. El Nogal, C. del Río Tormes, 62, 28110 Algete, Madrid",916 28 29 24,https://plagas-madrid.es,info@aplisa.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/algete/aplisa-control-plagas-y-palomas-algete/
"C. de Perú, 20, 28823 Coslada, Madrid",644 73 66 43,https://biocheck.es,info@biocheck.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/coslada/control-de-ratas-biocheck-sanidad-ambiental-coslada/
"C. de la Isla de Oza, 44, 28035 Madrid",913 86 35 03,https://vector3controldeplagas.es,info@vector3controldeplagas.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/vector3-control-de-plagas-s-l-madrid/
"Av. de Valdelaparra, 59, 28108 Alcobendas, Madrid",916 61 65 69,https://pestsystem.es,%20pestsystem@pestsystem.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/alcobendas/desratizaciones-desinsectaciones-desinfecciones-y-fumigaciones-profesionales-pest-system-international-sa-madrid-1985-alcobendas/
"C. del Perú, 1, local, 28918 Leganés, Madrid",649 94 00 08,https://bioplagasmostoles.es,info@bioplagasmostoles.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/leganes/bioplagas-leganes/
"C. de la Confianza, 6, Nave 31, 28906 Getafe, Madrid",916 83 84 85,https://prokill.es,prokill@prokill.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/getafe/prokill-control-de-plagas-getafe/
"P.º de las Artes, 28, bloque B, bajo 6, 28320 Pinto, Madrid",911 90 49 09,https://killvector.es,info@killvector.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/pinto/kill-vector-control-de-plagas-pinto/
"C. de Eguilaz, 5, 1Izq, 28008 Madrid",687 88 09 48,https://exprodim.com,miguel@exprodim.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-madrid-exprodim-certificados-de-control-de-plagas-experto-en-eliminacion-de-chinches/
"C. San Cesáreo, 31, nave 11, 28021 Madrid",655 60 06 48,https://desinfecciones-kadem.es,info@desinfecciones-kadem.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-desinfecciones-kadem-madrid/
"C. de la Unanimidad, 49, 28041 Madrid",912 28 87 43,https://controlplaga.com,clientes@controlplaga.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/controlplaga-madrid/
"C. Valdemorillo, 14, 28925 Alcorcón, Madrid",916 33 41 13,https://denfor.es,info@denfor.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/alcorcon/control-de-plagas-denfor-epc-s-l-alcorcon/
"C. de Valencia, 10, 28970 Humanes de Madrid, Madrid",626 31 87 26,https://controldeplagas24h.com,info@controldeplagas24h.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/humanes-de-madrid/madriplag-control-integral-de-plagas-s-l-humanes-de-madrid/
"C. Perú, 4, 28937 Móstoles, Madrid",637 11 30 20,https://plagasmadrid.com,contacto@plagasmadrid.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/mostoles/anyelum-control-y-prevencion-de-plagas-mostoles/
"C. del Mar Mediterráneo, 1, 28830 Madrid",900 901 076,https://rentokil.com,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-rentokil-initial-madrid/
"Av. de Manoteras, 10, Edificio B - Oficina 108, 28050 Madrid",900 264 444,https://alesza.com,oficina@alesza.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-alesza-services-madrid/
"C. Secoya, 3, Portal A, 28054 Madrid",915 11 29 12,https://codaplaga.com,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/codaplaga-salud-ambiental-madrid/
"C. Francisco Alonso, 5, Nave 13 Modulo C, 28806 Alcalá de Henares, Madrid",918 78 71 53,https://rapidcontrolplagas.com,administracion@rapidcontrolplagas.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/alcala-de-henares/rapid-control-desinfeccion-s-l-control-de-plagas-y-fumigacion-alcala-de-henares/
"C. de la Aguja, 16, 1ro Izquierda, 28037 Madrid",918 78 71 53,https://rapidcontrolplagas.com,administracion@rapidcontrolplagas.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/rapid-control-desinfeccion-s-l-control-de-plagas-y-fumigacion-madrid/
"C. de los Teatinos, 5, 28823 Coslada, Madrid",916 69 66 93,https://bichoscp.com,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/coslada/bichos-control-de-plagas-coslada/
"C. Lagunas de Neila, 24, 28041 Madrid",680 78 53 22,https://plagahogar.es,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/plagahogar-madrid/
"C. de Martínez Corrochano, 11, 28007 Madrid",915 51 58 84,https://dddfumix.com,gestion@dddfumix.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-ratas-desinfecciones-fumix-madrid/
"Av. de la Albufera, 211, 28038 Madrid",661 19 75 96,https://novainsectos.es,novainsectos@gmail.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/novainsectos-control-de-plagas-madrid/
"C.Gran Vía, 6, 4º, 28013 Madrid",915 47 54 59,https://controldeplagasmadrid.net,info@geasl.org,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/novagea-control-de-plagas-madrid/
"C. de los Pajaritos, 27, 28007 Madrid",914 99 04 40,https://desinfeccionesexterminator.es,exterminator@exterminator.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-termitas-desinfecciones-exterminator-madrid/
"Av de Somosierra, 18, 28703 San Sebastián de los Reyes, Madrid",No disponible,https://inti.es,,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/san-sebastian-de-los-reyes/control-de-termitas-inti-san-sebastian-de-los-reyes/
"Pl. Campo Olivar, 1, 28341 Valdemoro, Madrid",623 54 26 22,https://plandplus.es,info@plandplus.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/valdemoro/plan-d-plus-valdemoro-desinfeccion-viviendas-y-negocios-control-de-plagas/
"C. Duque de Alba, 3, 28220 Majadahonda, Madrid",640 84 30 39,https://plagasmajadahonda.com,presupuesto@plagasmajadahonda.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/majadahonda/control-plagas-majadahonda/
"C. Salvador Dalí, 4, 28933 Móstoles, Madrid",653 22 70 85,https://biocidascontroldeplagas.es,info@biocidascontroldeplagas.es,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/mostoles/control-de-plagas-mostoles-desinfeccion-desinsectacion-desratizacion/
"C. de Leñeros, 15, Local 2, 28039 Madrid",915 47 67 14,https://biocisal.com,info@biocisal.com,https://amisando.es/servicios/madrid/,https://amisando.es/servicios/madrid/control-de-plagas-madrid-biocisal-sl-desratizacion-desinsectacion-y-desinfeccion/
